,Job Level,Units,Credit Scoring,Customer Onboarding,Product Recommendations,Product Pricing,KYC & AML,Contract Analysis,Content Reviews,Trade Reconstruction,Investment Advisory,Portfolio Construction,Asset Valuation,Trade Execution,Dispute Management,Fraud Detection,Smart Surveillance,Model Risk Management,Operations Assistant,Account Reconciliations,Collections,Capital Optimization,Roles
113,1,Wealth,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,Operations Executive
114,1,Back-office operations,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,Operations Executive
115,6,Corporate Banking,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True,EVP
116,4,Corp,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,Director
117,2,Back-office operations,True,True,True,True,True,True,False,True,False,False,True,True,True,False,False,True,False,True,False,True,Process Owner
118,3,Back-office operations,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,True,Senior Analyst
119,7,Back-office operations,False,True,True,True,True,False,False,False,True,False,False,True,False,True,True,True,True,False,False,True,CIO
120,5,Portfolios,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,Department Head
121,6,Wealth,True,False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,SVP
122,6,Portfolios,False,True,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True,SVP
123,1,Back-office operations,True,False,True,False,True,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,Operations Executive
124,6,Wealth,True,False,True,False,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,EVP
125,1,Wealth,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,Operations Executive
126,4,Back-office operations,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,Director
127,6,Corporate Banking,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,SVP
128,5,Corp,False,True,True,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,True,True,Department Head
129,7,Corporate Banking,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,True,CIO
130,2,Trading,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,True,False,True,True,False,Analyst
131,7,Wealth,True,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,CRO
132,6,Back-office operations,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,EVP
133,1,Retail Banking,True,False,True,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,True,False,Operations Executive
134,5,Retail Banking,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,True,True,Department Head
135,7,Corp,True,False,True,True,False,False,True,False,False,False,True,True,True,True,True,False,True,True,False,True,CRO
136,5,Portfolios,False,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,Department Head
137,5,Corp,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,Department Head
138,5,Retail Banking,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,VP
139,1,Corporate Banking,True,False,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,Operations Executive
140,2,Corp,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,True,Team Lead
141,1,Back-office operations,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,Operations Executive
142,3,Corporate Banking,False,True,False,False,True,True,False,True,False,True,True,True,True,False,False,False,True,True,False,True,Senior Analyst
143,7,Portfolios,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,CRO
144,7,Portfolios,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,CTO
145,4,Corp,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True,False,False,True,False,Director
146,3,Corp,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,Senior Analyst
147,5,Back-office operations,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,True,True,True,False,True,VP
148,6,Back-office operations,True,False,True,False,False,False,True,False,True,False,True,True,True,True,False,True,True,False,True,False,SVP
149,2,Corporate Banking,False,True,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,Analyst
150,3,Trading,True,False,True,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,Manager
151,6,Back-office operations,False,False,True,False,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,EVP
152,5,Trading,False,False,True,False,False,True,True,True,False,False,True,False,True,False,True,False,False,True,True,False,Department Head
153,7,Corp,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,False,True,False,False,True,CRO
154,1,Back-office operations,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,False,True,False,Operations Executive
155,3,Retail Banking,True,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,Senior Analyst
156,5,Trading,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,False,True,True,True,Department Head
157,4,Corporate Banking,False,False,True,True,True,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True,Director
158,7,Wealth,False,True,True,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,CIO
159,6,Portfolios,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,False,True,True,False,True,SVP
160,6,Corporate Banking,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,True,True,False,True,SVP
161,7,Corp,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,CIO
162,1,Back-office operations,True,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,True,True,True,False,Operations Executive
163,6,Trading,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,True,True,False,True,True,SVP
164,4,Portfolios,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,Director
165,1,Trading,True,True,True,False,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,Operations Executive
166,6,Corp,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,True,True,True,True,False,SVP
167,2,Back-office operations,True,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,True,True,False,Analyst
168,3,Back-office operations,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,Senior Analyst
169,4,Corp,False,False,True,True,False,True,False,True,False,False,True,True,True,False,False,True,False,True,False,False,Director
170,6,Portfolios,False,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False,SVP
171,5,Corp,True,False,False,True,True,True,False,True,False,False,True,False,False,True,False,True,True,True,True,True,VP
172,7,Wealth,False,False,True,False,False,True,True,True,True,False,True,True,False,True,False,True,False,False,False,False,CIO
173,4,Corp,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,Director
174,7,Trading,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,CTO
175,5,Wealth,True,True,True,False,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False,Department Head
176,5,Corporate Banking,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,VP
177,5,Portfolios,False,True,False,False,True,True,True,True,True,False,False,False,True,False,True,False,True,False,False,True,Department Head
178,4,Portfolios,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,Director
179,5,Back-office operations,True,False,True,True,True,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,VP
180,2,Trading,True,False,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,False,False,True,Analyst
181,2,Back-office operations,False,True,False,True,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,Process Owner
182,7,Back-office operations,True,True,False,True,False,True,True,True,False,True,False,True,True,True,False,False,True,False,True,True,CIO
183,1,Corporate Banking,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,True,False,Operations Executive
184,6,Back-office operations,False,False,True,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,SVP
185,5,Retail Banking,False,False,False,True,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,VP
186,1,Retail Banking,True,False,False,True,False,True,True,True,False,False,False,True,True,False,False,True,True,True,False,False,Operations Executive
187,3,Wealth,True,False,True,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,True,Senior Analyst
188,3,Portfolios,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,Senior Analyst
189,3,Portfolios,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,Senior Analyst
190,5,Wealth,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,VP
191,6,Corporate Banking,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,True,True,False,SVP
192,4,Corp,True,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,Director
193,6,Retail Banking,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,SVP
194,2,Portfolios,False,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True,Analyst
195,2,Portfolios,True,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,Team Lead
196,6,Corporate Banking,True,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,SVP
197,2,Wealth,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,Process Owner
198,5,Wealth,True,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,Department Head
199,5,Retail Banking,False,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,False,True,True,True,VP
200,5,Corporate Banking,False,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,False,False,True,False,VP
201,4,Corp,True,True,False,True,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True,Director
202,7,Trading,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,CRO
203,3,Corporate Banking,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,True,Senior Analyst
204,6,Portfolios,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,SVP
205,4,Portfolios,False,False,True,True,True,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,Director
206,1,Retail Banking,True,True,True,True,True,False,True,True,False,False,True,True,True,False,True,True,True,False,True,False,Operations Executive
207,1,Portfolios,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,Operations Executive
208,4,Wealth,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,Director
209,3,Retail Banking,True,False,False,True,True,False,False,True,False,False,False,True,False,True,True,False,False,False,True,True,Senior Analyst
210,1,Corporate Banking,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,Operations Executive
211,4,Trading,True,False,False,True,False,True,False,False,False,False,True,False,True,True,True,False,False,True,True,False,Director
212,5,Back-office operations,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,VP
213,7,Corporate Banking,False,True,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,CRO
214,4,Corp,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,Director
215,6,Back-office operations,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,EVP
216,3,Trading,True,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,Senior Analyst
217,1,Back-office operations,False,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,Operations Executive
218,4,Wealth,False,False,True,False,True,True,False,False,True,False,False,True,False,True,True,True,False,True,True,False,Director
219,6,Retail Banking,True,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,EVP
220,4,Corp,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,Director
221,1,Trading,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,Operations Executive
222,5,Back-office operations,True,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,True,True,False,True,VP
223,6,Back-office operations,True,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True,True,True,True,True,SVP
224,6,Corporate Banking,True,True,True,True,False,True,True,True,False,False,True,True,False,True,False,True,False,True,True,True,SVP
225,6,Portfolios,False,False,False,True,False,True,True,False,False,False,True,False,False,True,True,True,True,True,True,False,SVP
226,2,Portfolios,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,True,Process Owner
227,1,Retail Banking,False,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,Operations Executive
228,1,Wealth,False,False,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,True,False,True,Operations Executive
229,7,Back-office operations,True,False,True,False,True,False,False,True,True,True,False,False,False,True,True,True,False,False,True,True,CRO
230,5,Wealth,True,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,VP
231,3,Wealth,True,True,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,Senior Analyst
232,6,Retail Banking,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,True,True,EVP
233,1,Wealth,True,False,False,False,True,False,False,False,True,True,False,True,True,True,False,True,True,False,True,False,Operations Executive
234,3,Back-office operations,False,False,False,True,False,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,Manager
235,4,Portfolios,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,Director
236,5,Wealth,True,True,False,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,Department Head
237,3,Back-office operations,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True,Senior Analyst
238,3,Portfolios,True,True,True,False,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,Senior Analyst
239,7,Portfolios,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True,True,False,True,True,CRO
240,4,Wealth,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,True,False,True,True,True,Director
241,6,Portfolios,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,SVP
242,1,Back-office operations,False,False,True,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,True,True,Operations Executive
243,6,Trading,True,True,False,False,True,True,True,False,False,True,True,True,False,False,False,True,False,False,True,True,SVP
244,5,Wealth,True,True,False,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,Department Head
245,1,Wealth,True,False,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,False,True,Operations Executive
246,2,Trading,True,True,True,False,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,Process Owner
247,3,Wealth,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,Senior Analyst
248,1,Portfolios,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,True,False,False,True,True,Operations Executive
